"STUDENT_ID","SECTION_ID","GRADE_TYPE_CODE","GRADE_CODE_OCCURRENCE","NUMERIC_GRADE","COMMENTS","CREATED_BY","CREATED_DATE","MODIFIED_BY","MODIFIED_DATE"
122,87,"FI",1,88,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
122,87,"HM",1,88,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
122,87,"HM",2,82,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
122,87,"HM",3,75,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
122,87,"HM",4,85,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
122,87,"HM",5,98,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
122,87,"HM",6,88,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
122,87,"HM",7,88,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
122,87,"HM",8,88,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
122,87,"HM",9,78,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
122,87,"HM",10,78,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
122,87,"MT",1,83,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
123,87,"FI",1,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
147,117,"QZ",4,81,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
147,120,"FI",1,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
147,120,"HM",1,91,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
147,120,"HM",2,90,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
147,120,"HM",3,83,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
147,120,"HM",4,73,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
147,120,"MT",1,91,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
147,120,"PA",1,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
147,120,"QZ",1,91,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
147,120,"QZ",2,75,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
147,120,"QZ",3,98,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
147,120,"QZ",4,98,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
148,123,"FI",1,91,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
148,123,"HM",1,90,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
148,123,"HM",2,90,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
148,123,"HM",3,90,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
148,123,"HM",4,80,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
148,123,"MT",1,84,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
148,123,"PA",1,77,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
148,123,"QZ",1,88,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
148,123,"QZ",2,87,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
149,147,"FI",1,85,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
149,147,"HM",1,90,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
149,147,"HM",2,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
149,147,"HM",3,82,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
149,147,"HM",4,82,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
149,147,"MT",1,90,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
149,147,"PA",1,85,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
149,147,"QZ",1,90,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
149,147,"QZ",2,84,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
149,147,"QZ",3,97,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
149,147,"QZ",4,97,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
150,89,"FI",1,85,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
150,89,"MT",1,84,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
151,89,"FI",1,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
151,89,"MT",1,85,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
152,89,"FI",1,77,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
152,89,"MT",1,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
153,144,"PA",1,83,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
153,144,"PA",2,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
153,144,"PA",3,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
153,144,"PA",4,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
153,144,"PA",5,72,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
153,144,"PA",6,72,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
153,144,"PA",7,82,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
153,144,"PA",8,92,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
153,144,"PA",9,92,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
153,144,"PA",10,92,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
153,144,"PA",11,77,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
153,144,"PA",12,87,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
153,144,"PJ",1,92,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
154,88,"PA",1,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
154,88,"PA",2,82,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
154,88,"PA",3,75,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
154,88,"PA",4,85,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
154,88,"PA",5,98,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
154,88,"PA",6,88,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
154,88,"PA",7,88,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
154,88,"PA",8,88,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
154,88,"PA",9,78,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
154,88,"PA",10,78,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
154,88,"PA",11,83,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
154,88,"PA",12,83,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
154,88,"PJ",1,88,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
156,147,"FI",1,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
156,147,"HM",1,91,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
156,147,"HM",2,90,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
156,147,"HM",3,83,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
156,147,"HM",4,73,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
156,147,"MT",1,91,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
156,147,"PA",1,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
156,147,"QZ",1,91,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
156,147,"QZ",2,75,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
156,147,"QZ",3,98,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
156,147,"QZ",4,98,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
157,147,"FI",1,77,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
157,147,"HM",1,92,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
157,147,"HM",2,91,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
157,147,"HM",3,74,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
157,147,"HM",4,74,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
157,147,"MT",1,92,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
157,147,"PA",1,77,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
157,147,"QZ",1,92,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
157,147,"QZ",2,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
157,147,"QZ",3,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
157,147,"QZ",4,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
158,84,"FI",1,88,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
158,84,"MT",1,77,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
159,85,"FI",1,83,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
159,85,"HM",1,92,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
159,85,"HM",2,82,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
159,85,"HM",3,82,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
159,85,"HM",4,82,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
159,85,"MT",1,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
159,85,"PA",1,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
159,85,"QZ",1,90,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
159,85,"QZ",2,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
160,130,"FI",1,83,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
160,130,"HM",1,92,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
160,130,"HM",2,82,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
160,130,"HM",3,82,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
160,130,"HM",4,82,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
160,130,"MT",1,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
160,130,"PA",1,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
160,130,"QZ",1,90,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
160,130,"QZ",2,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
161,104,"FI",1,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
161,104,"HM",1,85,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
161,104,"HM",2,75,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
161,104,"HM",3,75,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
161,104,"HM",4,85,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
161,104,"MT",1,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
161,104,"PA",1,92,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
161,104,"QZ",1,83,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
161,104,"QZ",2,82,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
162,133,"PA",1,92,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
162,133,"PA",2,75,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
162,133,"PA",3,98,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
162,133,"PA",4,98,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
162,133,"PA",5,81,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
162,133,"PA",6,71,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
162,133,"PA",7,71,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
162,133,"PA",8,81,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
162,133,"PA",9,91,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
162,133,"PA",10,91,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
162,133,"PA",11,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
162,133,"PA",12,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
162,133,"PJ",1,91,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
163,92,"FI",1,91,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
163,92,"MT",1,90,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
164,89,"FI",1,88,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
123,87,"HM",1,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
123,87,"HM",2,83,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
123,87,"HM",3,86,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
123,87,"HM",4,96,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
123,87,"HM",5,89,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
123,87,"HM",6,89,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
123,87,"HM",7,89,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
123,87,"HM",8,79,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
123,87,"HM",9,79,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
123,87,"HM",10,89,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
123,87,"MT",1,84,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
124,83,"FI",1,99,"","ARISCHER",09-AUG-07,"ARISCHER",10-AUG-07
124,87,"FI",1,90,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
124,87,"HM",1,90,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
124,87,"HM",2,84,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
124,87,"HM",3,97,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
124,87,"HM",4,97,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
124,87,"HM",5,80,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
124,87,"HM",6,80,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
124,87,"HM",7,70,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
124,87,"HM",8,70,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
124,87,"HM",9,80,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
124,87,"HM",10,90,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
124,87,"MT",1,85,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
124,116,"FI",1,99,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
124,116,"HM",1,88,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
124,116,"HM",2,98,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
124,116,"HM",3,98,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
124,116,"HM",4,98,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
124,116,"MT",1,92,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
124,116,"PA",1,85,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
124,116,"QZ",1,76,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
124,116,"QZ",2,75,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
124,148,"FI",1,84,"","CBRENNAN",11-FEB-07,"JAYCAF",11-FEB-07
